model,family,scope,method,label,x,y
convnext_tiny_emotion,cnn,all,smoothed,negative,1.0000,0.2700
convnext_tiny_emotion,cnn,all,smoothed,negative,1.0000,0.2727
convnext_tiny_emotion,cnn,all,smoothed,negative,1.0000,0.2755
convnext_tiny_emotion,cnn,all,smoothed,negative,1.0000,0.2784
convnext_tiny_emotion,cnn,all,smoothed,negative,1.0000,0.2812
convnext_tiny_emotion,cnn,all,smoothed,negative,1.0000,0.2842
convnext_tiny_emotion,cnn,all,smoothed,negative,1.0000,0.2872
convnext_tiny_emotion,cnn,all,smoothed,negative,1.0000,0.2903
convnext_tiny_emotion,cnn,all,smoothed,negative,1.0000,0.2935
convnext_tiny_emotion,cnn,all,smoothed,negative,1.0000,0.2967
convnext_tiny_emotion,cnn,all,smoothed,negative,1.0000,0.3000
convnext_tiny_emotion,cnn,all,smoothed,negative,1.0000,0.3034
convnext_tiny_emotion,cnn,all,smoothed,negative,1.0000,0.3068
convnext_tiny_emotion,cnn,all,smoothed,negative,1.0000,0.3103
convnext_tiny_emotion,cnn,all,smoothed,negative,1.0000,0.3140
convnext_tiny_emotion,cnn,all,smoothed,negative,1.0000,0.3176
convnext_tiny_emotion,cnn,all,smoothed,negative,1.0000,0.3214
convnext_tiny_emotion,cnn,all,smoothed,negative,1.0000,0.3253
convnext_tiny_emotion,cnn,all,smoothed,negative,1.0000,0.3293
convnext_tiny_emotion,cnn,all,smoothed,negative,1.0000,0.3333
convnext_tiny_emotion,cnn,all,smoothed,negative,1.0000,0.3375
convnext_tiny_emotion,cnn,all,smoothed,negative,1.0000,0.3418
convnext_tiny_emotion,cnn,all,smoothed,negative,1.0000,0.3462
convnext_tiny_emotion,cnn,all,smoothed,negative,1.0000,0.3506
convnext_tiny_emotion,cnn,all,smoothed,negative,1.0000,0.3553
convnext_tiny_emotion,cnn,all,smoothed,negative,1.0000,0.3600
convnext_tiny_emotion,cnn,all,smoothed,negative,1.0000,0.3649
convnext_tiny_emotion,cnn,all,smoothed,negative,1.0000,0.3699
convnext_tiny_emotion,cnn,all,smoothed,negative,1.0000,0.3750
convnext_tiny_emotion,cnn,all,smoothed,negative,0.9630,0.3662
convnext_tiny_emotion,cnn,all,smoothed,negative,0.9630,0.3714
convnext_tiny_emotion,cnn,all,smoothed,negative,0.9630,0.3768
convnext_tiny_emotion,cnn,all,smoothed,negative,0.9259,0.3676
convnext_tiny_emotion,cnn,all,smoothed,negative,0.9259,0.3731
convnext_tiny_emotion,cnn,all,smoothed,negative,0.9259,0.3788
convnext_tiny_emotion,cnn,all,smoothed,negative,0.8889,0.3692
convnext_tiny_emotion,cnn,all,smoothed,negative,0.8889,0.3750
convnext_tiny_emotion,cnn,all,smoothed,negative,0.8889,0.3810
convnext_tiny_emotion,cnn,all,smoothed,negative,0.8889,0.3871
convnext_tiny_emotion,cnn,all,smoothed,negative,0.8889,0.3934
convnext_tiny_emotion,cnn,all,smoothed,negative,0.8889,0.4000
convnext_tiny_emotion,cnn,all,smoothed,negative,0.8519,0.3898
convnext_tiny_emotion,cnn,all,smoothed,negative,0.8148,0.3793
convnext_tiny_emotion,cnn,all,smoothed,negative,0.8148,0.3860
convnext_tiny_emotion,cnn,all,smoothed,negative,0.8148,0.3929
convnext_tiny_emotion,cnn,all,smoothed,negative,0.7778,0.3818
convnext_tiny_emotion,cnn,all,smoothed,negative,0.7778,0.3889
convnext_tiny_emotion,cnn,all,smoothed,negative,0.7407,0.3774
convnext_tiny_emotion,cnn,all,smoothed,negative,0.7407,0.3846
convnext_tiny_emotion,cnn,all,smoothed,negative,0.7407,0.3922
convnext_tiny_emotion,cnn,all,smoothed,negative,0.7407,0.4000
convnext_tiny_emotion,cnn,all,smoothed,negative,0.7037,0.3878
convnext_tiny_emotion,cnn,all,smoothed,negative,0.7037,0.3958
convnext_tiny_emotion,cnn,all,smoothed,negative,0.6667,0.3830
convnext_tiny_emotion,cnn,all,smoothed,negative,0.6667,0.3913
convnext_tiny_emotion,cnn,all,smoothed,negative,0.6667,0.4000
convnext_tiny_emotion,cnn,all,smoothed,negative,0.6667,0.4091
convnext_tiny_emotion,cnn,all,smoothed,negative,0.6667,0.4186
convnext_tiny_emotion,cnn,all,smoothed,negative,0.6667,0.4286
convnext_tiny_emotion,cnn,all,smoothed,negative,0.6667,0.4390
convnext_tiny_emotion,cnn,all,smoothed,negative,0.6667,0.4500
convnext_tiny_emotion,cnn,all,smoothed,negative,0.6296,0.4359
convnext_tiny_emotion,cnn,all,smoothed,negative,0.5926,0.4211
convnext_tiny_emotion,cnn,all,smoothed,negative,0.5556,0.4054
convnext_tiny_emotion,cnn,all,smoothed,negative,0.5556,0.4167
convnext_tiny_emotion,cnn,all,smoothed,negative,0.5556,0.4286
convnext_tiny_emotion,cnn,all,smoothed,negative,0.5556,0.4412
convnext_tiny_emotion,cnn,all,smoothed,negative,0.5556,0.4545
convnext_tiny_emotion,cnn,all,smoothed,negative,0.5556,0.4688
convnext_tiny_emotion,cnn,all,smoothed,negative,0.5556,0.4839
