model_name,model_family,hf_model_id,scope,method,label,x,y
convnext_tiny_emotion,cnn,firedfrog/convnext-tiny-224-emotion-prediction,all,single_frame,positive,0.8461538461538461,0.8181818181818182
convnext_tiny_emotion,cnn,firedfrog/convnext-tiny-224-emotion-prediction,all,single_frame,positive,0.8461538461538461,0.8636363636363636
convnext_tiny_emotion,cnn,firedfrog/convnext-tiny-224-emotion-prediction,all,single_frame,positive,0.8717948717948718,0.8636363636363636
convnext_tiny_emotion,cnn,firedfrog/convnext-tiny-224-emotion-prediction,all,single_frame,positive,0.8717948717948718,0.9090909090909091
convnext_tiny_emotion,cnn,firedfrog/convnext-tiny-224-emotion-prediction,all,single_frame,positive,0.9358974358974359,0.9090909090909091
convnext_tiny_emotion,cnn,firedfrog/convnext-tiny-224-emotion-prediction,all,single_frame,positive,0.9358974358974359,0.9545454545454546
convnext_tiny_emotion,cnn,firedfrog/convnext-tiny-224-emotion-prediction,all,single_frame,positive,0.9743589743589743,0.9545454545454546
convnext_tiny_emotion,cnn,firedfrog/convnext-tiny-224-emotion-prediction,all,single_frame,positive,0.9743589743589743,1.0
convnext_tiny_emotion,cnn,firedfrog/convnext-tiny-224-emotion-prediction,all,single_frame,positive,1.0,1.0
convnext_tiny_emotion,cnn,firedfrog/convnext-tiny-224-emotion-prediction,all,smoothed,negative,0.0,0.0
convnext_tiny_emotion,cnn,firedfrog/convnext-tiny-224-emotion-prediction,all,smoothed,negative,0.0136986301369863,0.0
convnext_tiny_emotion,cnn,firedfrog/convnext-tiny-224-emotion-prediction,all,smoothed,negative,0.0136986301369863,0.07407407407407407
convnext_tiny_emotion,cnn,firedfrog/convnext-tiny-224-emotion-prediction,all,smoothed,negative,0.0273972602739726,0.07407407407407407
convnext_tiny_emotion,cnn,firedfrog/convnext-tiny-224-emotion-prediction,all,smoothed,negative,0.0273972602739726,0.1111111111111111
convnext_tiny_emotion,cnn,firedfrog/convnext-tiny-224-emotion-prediction,all,smoothed,negative,0.0547945205479452,0.1111111111111111
convnext_tiny_emotion,cnn,firedfrog/convnext-tiny-224-emotion-prediction,all,smoothed,negative,0.0547945205479452,0.2962962962962963
convnext_tiny_emotion,cnn,firedfrog/convnext-tiny-224-emotion-prediction,all,smoothed,negative,0.0958904109589041,0.2962962962962963
convnext_tiny_emotion,cnn,firedfrog/convnext-tiny-224-emotion-prediction,all,smoothed,negative,0.0958904109589041,0.37037037037037035
convnext_tiny_emotion,cnn,firedfrog/convnext-tiny-224-emotion-prediction,all,smoothed,negative,0.1095890410958904,0.37037037037037035
convnext_tiny_emotion,cnn,firedfrog/convnext-tiny-224-emotion-prediction,all,smoothed,negative,0.1095890410958904,0.4074074074074074
